expeId	lang	config	col.3-4	crfpp.algo	crfpp.cost	crfpp.minfreq	crftool	labels	pattern.singleNGramSize	wapiti.algo	wapiti.sparse	level	perf
expe	BG	106	4:3:0:0:C	CRF	1.0	1	wapiti	BIO	0	l-bfgs	0	Tok	0.6320
expe	BG	106	4:3:0:0:C	CRF	1.0	1	wapiti	BIO	0	l-bfgs	0	MWE	0.5138
expe	BG	107	4:3:0:0:C	CRF	1.0	1	wapiti	BILOU	0	l-bfgs	0	Tok	0.6215
expe	BG	107	4:3:0:0:C	CRF	1.0	1	wapiti	BILOU	0	l-bfgs	0	MWE	0.4978
expe	BG	108	4:3:1:1:C	CRF	1.0	1	crf++	IO	0	l-bfgs	0	Tok	0.5797
expe	BG	108	4:3:1:1:C	CRF	1.0	1	crf++	IO	0	l-bfgs	0	MWE	0.4914
expe	BG	109	4:3:1:1:C	CRF	1.0	1	crf++	BIO	0	l-bfgs	0	Tok	0.6381
expe	BG	109	4:3:1:1:C	CRF	1.0	1	crf++	BIO	0	l-bfgs	0	MWE	0.5908
expe	BG	110	4:3:1:1:C	CRF	1.0	1	crf++	BILOU	0	l-bfgs	0	Tok	0.6411
expe	BG	110	4:3:1:1:C	CRF	1.0	1	crf++	BILOU	0	l-bfgs	0	MWE	0.6006
expe	BG	111	4:3:1:1:C	CRF	1.0	1	wapiti	IO	0	l-bfgs	0	Tok	0.5761
expe	BG	111	4:3:1:1:C	CRF	1.0	1	wapiti	IO	0	l-bfgs	0	MWE	0.4807
expe	BG	112	4:3:1:1:C	CRF	1.0	1	wapiti	BIO	0	l-bfgs	0	MWE	0.5975
expe	BG	112	4:3:1:1:C	CRF	1.0	1	wapiti	BIO	0	l-bfgs	0	Tok	0.6389
expe	BG	113	4:3:1:1:C	CRF	1.0	1	wapiti	BILOU	0	l-bfgs	0	MWE	0.5946
expe	BG	113	4:3:1:1:C	CRF	1.0	1	wapiti	BILOU	0	l-bfgs	0	Tok	0.6415
expe	BG	114	4:4:0:0:C	CRF	1.0	1	crf++	IO	0	l-bfgs	0	Tok	0.5661
expe	BG	114	4:4:0:0:C	CRF	1.0	1	crf++	IO	0	l-bfgs	0	MWE	0.4100
expe	BG	115	4:4:0:0:C	CRF	1.0	1	crf++	BIO	0	l-bfgs	0	Tok	0.6230
expe	BG	115	4:4:0:0:C	CRF	1.0	1	crf++	BIO	0	l-bfgs	0	MWE	0.4978
expe	BG	116	4:4:0:0:C	CRF	1.0	1	crf++	BILOU	0	l-bfgs	0	Tok	0.6187
expe	BG	116	4:4:0:0:C	CRF	1.0	1	crf++	BILOU	0	l-bfgs	0	MWE	0.4978
expe	BG	117	4:4:0:0:C	CRF	1.0	1	wapiti	IO	0	l-bfgs	0	MWE	0.4222
expe	BG	117	4:4:0:0:C	CRF	1.0	1	wapiti	IO	0	l-bfgs	0	Tok	0.5703
expe	BG	118	4:4:0:0:C	CRF	1.0	1	wapiti	BIO	0	l-bfgs	0	Tok	0.6209
expe	BG	118	4:4:0:0:C	CRF	1.0	1	wapiti	BIO	0	l-bfgs	0	MWE	0.5058
expe	BG	119	4:4:0:0:C	CRF	1.0	1	wapiti	BILOU	0	l-bfgs	0	MWE	0.5160
expe	BG	119	4:4:0:0:C	CRF	1.0	1	wapiti	BILOU	0	l-bfgs	0	Tok	0.6298
expe	BG	120	4:4:1:1:C	CRF	1.0	1	crf++	IO	0	l-bfgs	0	Tok	0.5806
expe	BG	120	4:4:1:1:C	CRF	1.0	1	crf++	IO	0	l-bfgs	0	MWE	0.4928
expe	BG	121	4:4:1:1:C	CRF	1.0	1	crf++	BIO	0	l-bfgs	0	Tok	0.6365
expe	BG	121	4:4:1:1:C	CRF	1.0	1	crf++	BIO	0	l-bfgs	0	MWE	0.5937
expe	BG	122	4:4:1:1:C	CRF	1.0	1	crf++	BILOU	0	l-bfgs	0	Tok	0.6387
expe	BG	122	4:4:1:1:C	CRF	1.0	1	crf++	BILOU	0	l-bfgs	0	MWE	0.5963
expe	BG	123	4:4:1:1:C	CRF	1.0	1	wapiti	IO	0	l-bfgs	0	MWE	0.4737
expe	BG	123	4:4:1:1:C	CRF	1.0	1	wapiti	IO	0	l-bfgs	0	Tok	0.5749
expe	BG	124	4:4:1:1:C	CRF	1.0	1	wapiti	BIO	0	l-bfgs	0	Tok	0.6517
expe	BG	124	4:4:1:1:C	CRF	1.0	1	wapiti	BIO	0	l-bfgs	0	MWE	0.6082
expe	BG	125	4:4:1:1:C	CRF	1.0	1	wapiti	BILOU	0	l-bfgs	0	Tok	0.6405
expe	BG	125	4:4:1:1:C	CRF	1.0	1	wapiti	BILOU	0	l-bfgs	0	MWE	0.5996
